id,dest_year,income,income_id,age,age_id,type,type_id,returns,exempt,agi
44,2012,'$10000 under $25000',2,'under 26',1,'non-migrant',1,26457,48225,452208
45,2012,'$25000 under $50000',3,'under 26',1,'non-migrant',1,13990,39510,464305
46,2012,'$50000 under $75000',4,'under 26',1,'non-migrant',1,1990,5088,117663
47,2012,'$75000 under $100000',5,'under 26',1,'non-migrant',1,375,839,31718
48,2012,'$100000 under $200000',6,'under 26',1,'non-migrant',1,186,366,23950
49,2012,'$200000 or more',7,'under 26',1,'non-migrant',1,34,59,13526
50,2012,'$1 under $10000',1,'26 under 35',2,'non-migrant',1,8524,15668,50827
51,2012,'$10000 under $25000',2,'26 under 35',2,'non-migrant',1,24940,54795,443365
52,2012,'$25000 under $50000',3,'26 under 35',2,'non-migrant',1,30666,81947,1098918
53,2012,'$50000 under $75000',4,'26 under 35',2,'non-migrant',1,14077,45695,857949
54,2012,'$75000 under $100000',5,'26 under 35',2,'non-migrant',1,5874,19779,501234
55,2012,'$100000 under $200000',6,'26 under 35',2,'non-migrant',1,3081,10398,385735
56,2012,'$200000 or more',7,'26 under 35',2,'non-migrant',1,361,1321,141871
57,2012,'$1 under $10000',1,'35 under 45',3,'non-migrant',1,4990,10528,29763
58,2012,'$10000 under $25000',2,'35 under 45',3,'non-migrant',1,16485,43492,295735
59,2012,'$25000 under $50000',3,'35 under 45',3,'non-migrant',1,26482,82311,971536
60,2012,'$50000 under $75000',4,'35 under 45',3,'non-migrant',1,18322,68288,1129977
61,2012,'$75000 under $100000',5,'35 under 45',3,'non-migrant',1,11199,44473,967551
62,2012,'$100000 under $200000',6,'35 under 45',3,'non-migrant',1,10260,41800,1326100
63,2012,'$200000 or more',7,'35 under 45',3,'non-migrant',1,2172,9655,943999
64,2012,'$1 under $10000',1,'45 under 55',4,'non-migrant',1,5553,9346,31301
65,2012,'$10000 under $25000',2,'45 under 55',4,'non-migrant',1,16114,33479,290626
66,2012,'$25000 under $50000',3,'45 under 55',4,'non-migrant',1,26579,63022,980042
67,2012,'$50000 under $75000',4,'45 under 55',4,'non-migrant',1,18792,52285,1159642
68,2012,'$75000 under $100000',5,'45 under 55',4,'non-migrant',1,12353,37687,1068655
69,2012,'$100000 under $200000',6,'45 under 55',4,'non-migrant',1,13347,43546,1750822
70,2012,'$200000 or more',7,'45 under 55',4,'non-migrant',1,3427,12261,1643151
71,2012,'$1 under $10000',1,'55 under 65',5,'non-migrant',1,6532,9575,35416
72,2012,'$10000 under $25000',2,'55 under 65',5,'non-migrant',1,14951,25148,266816
73,2012,'$25000 under $50000',3,'55 under 65',5,'non-migrant',1,23941,43852,885759
74,2012,'$50000 under $75000',4,'55 under 65',5,'non-migrant',1,18084,36958,1116498
75,2012,'$75000 under $100000',5,'55 under 65',5,'non-migrant',1,11676,25360,1009413
76,2012,'$100000 under $200000',6,'55 under 65',5,'non-migrant',1,12203,28022,1602757
77,2012,'$200000 or more',7,'55 under 65',5,'non-migrant',1,3228,7584,1545898
78,2012,'$1 under $10000',1,'65 and over',6,'non-migrant',1,12889,18499,69187
79,2012,'$10000 under $25000',2,'65 and over',6,'non-migrant',1,23893,36920,404050
80,2012,'$25000 under $50000',3,'65 and over',6,'non-migrant',1,21183,35732,765573
81,2012,'$50000 under $75000',4,'65 and over',6,'non-migrant',1,13610,24096,838530
82,2012,'$75000 under $100000',5,'65 and over',6,'non-migrant',1,8180,15643,704796
83,2012,'$100000 under $200000',6,'65 and over',6,'non-migrant',1,7602,14770,993967
84,2012,'$200000 or more',7,'65 and over',6,'non-migrant',1,2094,4081,1114210
85,2012,'$1 under $10000',1,'under 26',1,'outflow',2,1528,2168,9306
86,2012,'$10000 under $25000',2,'under 26',1,'outflow',2,2960,4760,49926
87,2012,'$25000 under $50000',3,'under 26',1,'outflow',2,1205,2398,39728
88,2012,'$50000 under $75000',4,'under 26',1,'outflow',2,183,348,10831
89,2012,'$75000 under $100000',5,'under 26',1,'outflow',2,31,70,2653
90,2012,'$100000 under $200000',6,'under 26',1,'outflow',2,14,25,1728
91,2012,'$200000 or more',7,'under 26',1,'outflow',2,0,0,0
92,2012,'$1 under $10000',1,'26 under 35',2,'outflow',2,997,1802,5766
93,2012,'$10000 under $25000',2,'26 under 35',2,'outflow',2,2217,4594,38623
94,2012,'$25000 under $50000',3,'26 under 35',2,'outflow',2,2214,5254,78562
95,2012,'$50000 under $75000',4,'26 under 35',2,'outflow',2,883,2484,53485
96,2012,'$75000 under $100000',5,'26 under 35',2,'outflow',2,335,929,28848
97,2012,'$100000 under $200000',6,'26 under 35',2,'outflow',2,198,622,25313
98,2012,'$200000 or more',7,'26 under 35',2,'outflow',2,17,47,126191
99,2012,'$1 under $10000',1,'35 under 45',3,'outflow',2,382,820,2224
100,2012,'$10000 under $25000',2,'35 under 45',3,'outflow',2,916,2380,16013
101,2012,'$25000 under $50000',3,'35 under 45',3,'outflow',2,1037,2999,38250
102,2012,'$50000 under $75000',4,'35 under 45',3,'outflow',2,614,2050,37928
103,2012,'$75000 under $100000',5,'35 under 45',3,'outflow',2,353,1297,30409
104,2012,'$100000 under $200000',6,'35 under 45',3,'outflow',2,379,1429,49784
105,2012,'$200000 or more',7,'35 under 45',3,'outflow',2,65,247,22797
106,2012,'$1 under $10000',1,'45 under 55',4,'outflow',2,364,559,2063
107,2012,'$10000 under $25000',2,'45 under 55',4,'outflow',2,638,1197,11093
108,2012,'$25000 under $50000',3,'45 under 55',4,'outflow',2,745,1523,26735
109,2012,'$50000 under $75000',4,'45 under 55',4,'outflow',2,413,992,25570
110,2012,'$75000 under $100000',5,'45 under 55',4,'outflow',2,256,666,22165
111,2012,'$100000 under $200000',6,'45 under 55',4,'outflow',2,364,1105,47833
112,2012,'$200000 or more',7,'45 under 55',4,'outflow',2,103,349,54170
113,2012,'$1 under $10000',1,'55 under 65',5,'outflow',2,233,309,1286
114,2012,'$10000 under $25000',2,'55 under 65',5,'outflow',2,429,668,7372
115,2012,'$25000 under $50000',3,'55 under 65',5,'outflow',2,464,754,17316
116,2012,'$50000 under $75000',4,'55 under 65',5,'outflow',2,311,587,19070
117,2012,'$75000 under $100000',5,'55 under 65',5,'outflow',2,192,394,16594
118,2012,'$100000 under $200000',6,'55 under 65',5,'outflow',2,270,604,36763
119,2012,'$200000 or more',7,'55 under 65',5,'outflow',2,96,242,41160
120,2012,'$1 under $10000',1,'65 and over',6,'outflow',2,326,414,1781
121,2012,'$10000 under $25000',2,'65 and over',6,'outflow',2,548,733,9286
122,2012,'$25000 under $50000',3,'65 and over',6,'outflow',2,509,733,18381
123,2012,'$50000 under $75000',4,'65 and over',6,'outflow',2,280,428,17359
124,2012,'$75000 under $100000',5,'65 and over',6,'outflow',2,158,282,13688
125,2012,'$100000 under $200000',6,'65 and over',6,'outflow',2,187,345,24543
126,2012,'$200000 or more',7,'65 and over',6,'outflow',2,57,116,31602
127,2012,'$1 under $10000',1,'under 26',1,'inflow',3,1309,1795,7976
128,2012,'$10000 under $25000',2,'under 26',1,'inflow',3,2678,4312,45361
129,2012,'$25000 under $50000',3,'under 26',1,'inflow',3,1048,2077,35246
130,2012,'$50000 under $75000',4,'under 26',1,'inflow',3,176,361,10433
131,2012,'$75000 under $100000',5,'under 26',1,'inflow',3,43,80,3650
132,2012,'$100000 under $200000',6,'under 26',1,'inflow',3,16,36,1873
133,2012,'$200000 or more',7,'under 26',1,'inflow',3,0,0,0
134,2012,'$1 under $10000',1,'26 under 35',2,'inflow',3,928,1668,5336
135,2012,'$10000 under $25000',2,'26 under 35',2,'inflow',3,1958,4069,34073
136,2012,'$25000 under $50000',3,'26 under 35',2,'inflow',3,2007,4603,71942
137,2012,'$50000 under $75000',4,'26 under 35',2,'inflow',3,888,2422,54188
138,2012,'$75000 under $100000',5,'26 under 35',2,'inflow',3,382,1142,32449
139,2012,'$100000 under $200000',6,'26 under 35',2,'inflow',3,246,744,31293
140,2012,'$200000 or more',7,'26 under 35',2,'inflow',3,37,132,15370
141,2012,'$1 under $10000',1,'35 under 45',3,'inflow',3,369,716,2079
142,2012,'$10000 under $25000',2,'35 under 45',3,'inflow',3,844,2057,14345
143,2012,'$25000 under $50000',3,'35 under 45',3,'inflow',3,991,2732,36097
144,2012,'$50000 under $75000',4,'35 under 45',3,'inflow',3,614,1977,37850
145,2012,'$75000 under $100000',5,'35 under 45',3,'inflow',3,425,1519,36723
146,2012,'$100000 under $200000',6,'35 under 45',3,'inflow',3,443,1658,58129
147,2012,'$200000 or more',7,'35 under 45',3,'inflow',3,117,429,45184
148,2012,'$1 under $10000',1,'45 under 55',4,'inflow',3,289,444,1668
149,2012,'$10000 under $25000',2,'45 under 55',4,'inflow',3,653,1239,11569
150,2012,'$25000 under $50000',3,'45 under 55',4,'inflow',3,707,1533,25826
151,2012,'$50000 under $75000',4,'45 under 55',4,'inflow',3,447,1090,27849
152,2012,'$75000 under $100000',5,'45 under 55',4,'inflow',3,299,799,25954
153,2012,'$100000 under $200000',6,'45 under 55',4,'inflow',3,417,1263,56576
154,2012,'$200000 or more',7,'45 under 55',4,'inflow',3,150,495,53707
155,2012,'$1 under $10000',1,'55 under 65',5,'inflow',3,254,326,1358
156,2012,'$10000 under $25000',2,'55 under 65',5,'inflow',3,528,762,9287
157,2012,'$25000 under $50000',3,'55 under 65',5,'inflow',3,561,901,20661
158,2012,'$50000 under $75000',4,'55 under 65',5,'inflow',3,373,663,23129
159,2012,'$75000 under $100000',5,'55 under 65',5,'inflow',3,294,599,25429
160,2012,'$100000 under $200000',6,'55 under 65',5,'inflow',3,413,856,56063
161,2012,'$200000 or more',7,'55 under 65',5,'inflow',3,133,319,51444
162,2012,'$1 under $10000',1,'65 and over',6,'inflow',3,404,531,2177
163,2012,'$10000 under $25000',2,'65 and over',6,'inflow',3,670,924,11376
164,2012,'$25000 under $50000',3,'65 and over',6,'inflow',3,607,908,22021
165,2012,'$50000 under $75000',4,'65 and over',6,'inflow',3,404,668,24819
166,2012,'$75000 under $100000',5,'65 and over',6,'inflow',3,252,469,21749
167,2012,'$100000 under $200000',6,'65 and over',6,'inflow',3,294,562,38841
168,2012,'$200000 or more',7,'65 and over',6,'inflow',3,92,178,38794
169,2012,'$1 under $10000',1,'under 26',1,'same-state',4,1222,1795,7522
170,2012,'$10000 under $25000',2,'under 26',1,'same-state',4,2552,4454,42833
171,2012,'$25000 under $50000',3,'under 26',1,'same-state',4,1123,2722,36888
172,2012,'$50000 under $75000',4,'under 26',1,'same-state',4,133,300,7873
173,2012,'$75000 under $100000',5,'under 26',1,'same-state',4,30,64,3116
174,2012,'$100000 under $200000',6,'under 26',1,'same-state',4,0,0,0
175,2012,'$200000 or more',7,'under 26',1,'same-state',4,0,0,0
176,2012,'$1 under $10000',1,'26 under 35',2,'same-state',4,846,1594,4992
177,2012,'$10000 under $25000',2,'26 under 35',2,'same-state',4,1930,4346,33563
178,2012,'$25000 under $50000',3,'26 under 35',2,'same-state',4,1709,4500,60459
179,2012,'$50000 under $75000',4,'26 under 35',2,'same-state',4,582,1845,34898
180,2012,'$75000 under $100000',5,'26 under 35',2,'same-state',4,188,629,15892
181,2012,'$100000 under $200000',6,'26 under 35',2,'same-state',4,96,327,12983
182,2012,'$200000 or more',7,'26 under 35',2,'same-state',4,0,0,0
183,2012,'$1 under $10000',1,'35 under 45',3,'same-state',4,315,649,1856
184,2012,'$10000 under $25000',2,'35 under 45',3,'same-state',4,823,2094,14281
185,2012,'$25000 under $50000',3,'35 under 45',3,'same-state',4,961,2725,34354
186,2012,'$50000 under $75000',4,'35 under 45',3,'same-state',4,469,1670,28674
187,2012,'$75000 under $100000',5,'35 under 45',3,'same-state',4,204,736,17497
188,2012,'$100000 under $200000',6,'35 under 45',3,'same-state',4,149,595,19073
189,2012,'$200000 or more',7,'35 under 45',3,'same-state',4,20,99,8678
190,2012,'$1 under $10000',1,'45 under 55',4,'same-state',4,238,359,1289
191,2012,'$10000 under $25000',2,'45 under 55',4,'same-state',4,564,1112,9679
192,2012,'$25000 under $50000',3,'45 under 55',4,'same-state',4,631,1410,22479
193,2012,'$50000 under $75000',4,'45 under 55',4,'same-state',4,346,877,21340
194,2012,'$75000 under $100000',5,'45 under 55',4,'same-state',4,183,536,15693
195,2012,'$100000 under $200000',6,'45 under 55',4,'same-state',4,173,539,22181
196,2012,'$200000 or more',7,'45 under 55',4,'same-state',4,37,108,15237
197,2012,'$1 under $10000',1,'55 under 65',5,'same-state',4,196,270,1037
198,2012,'$10000 under $25000',2,'55 under 65',5,'same-state',4,382,653,6587
199,2012,'$25000 under $50000',3,'55 under 65',5,'same-state',4,402,722,14683
200,2012,'$50000 under $75000',4,'55 under 65',5,'same-state',4,231,452,14195
201,2012,'$75000 under $100000',5,'55 under 65',5,'same-state',4,163,359,14190
202,2012,'$100000 under $200000',6,'55 under 65',5,'same-state',4,145,305,19031
203,2012,'$200000 or more',7,'55 under 65',5,'same-state',4,40,89,17166
204,2012,'$1 under $10000',1,'65 and over',6,'same-state',4,252,323,1340
205,2012,'$10000 under $25000',2,'65 and over',6,'same-state',4,389,566,6592
206,2012,'$25000 under $50000',3,'65 and over',6,'same-state',4,301,474,11007
207,2012,'$50000 under $75000',4,'65 and over',6,'same-state',4,170,269,10162
208,2012,'$75000 under $100000',5,'65 and over',6,'same-state',4,94,167,8070
209,2012,'$100000 under $200000',6,'65 and over',6,'same-state',4,76,145,9729
210,2012,'$200000 or more',7,'65 and over',6,'same-state',4,26,51,9466
211,2013,'$1 under $10000',1,'under 26',1,'total',0,11426,16055,72688
212,2013,'$10000 under $25000',2,'under 26',1,'total',0,30931,53465,531483
213,2013,'$25000 under $50000',3,'under 26',1,'total',0,17522,47519,585241
214,2013,'$50000 under $75000',4,'under 26',1,'total',0,2561,6565,151569
215,2013,'$75000 under $100000',5,'under 26',1,'total',0,543,1243,46045
216,2013,'$100000 under $200000',6,'under 26',1,'total',0,235,537,32336
217,2013,'$200000 or more',7,'under 26',1,'total',0,25,50,11133
218,2013,'$1 under $10000',1,'26 under 35',2,'total',0,9743,17506,58568
219,2013,'$10000 under $25000',2,'26 under 35',2,'total',0,27806,59583,494410
220,2013,'$25000 under $50000',3,'26 under 35',2,'total',0,35330,91910,1268365
221,2013,'$50000 under $75000',4,'26 under 35',2,'total',0,15930,50531,971487
222,2013,'$75000 under $100000',5,'26 under 35',2,'total',0,6651,22173,568684
223,2013,'$100000 under $200000',6,'26 under 35',2,'total',0,4079,13648,512764
224,2013,'$200000 or more',7,'26 under 35',2,'total',0,496,1853,195031
225,2013,'$1 under $10000',1,'35 under 45',3,'total',0,5295,11023,31474
226,2013,'$10000 under $25000',2,'35 under 45',3,'total',0,17581,45825,316455
227,2013,'$25000 under $50000',3,'35 under 45',3,'total',0,28169,86086,1033848
228,2013,'$50000 under $75000',4,'35 under 45',3,'total',0,19588,72395,1208941
229,2013,'$75000 under $100000',5,'35 under 45',3,'total',0,12508,49537,1079676
230,2013,'$100000 under $200000',6,'35 under 45',3,'total',0,12069,49013,1562509
231,2013,'$200000 or more',7,'35 under 45',3,'total',0,2737,12014,1292878
232,2013,'$1 under $10000',1,'45 under 55',4,'total',0,5622,9276,32219
233,2013,'$10000 under $25000',2,'45 under 55',4,'total',0,16035,32572,288581
234,2013,'$25000 under $50000',3,'45 under 55',4,'total',0,27100,63719,998976
235,2013,'$50000 under $75000',4,'45 under 55',4,'total',0,19373,52976,1196172
236,2013,'$75000 under $100000',5,'45 under 55',4,'total',0,12882,39480,1114231
237,2013,'$100000 under $200000',6,'45 under 55',4,'total',0,14876,48393,1958215
238,2013,'$200000 or more',7,'45 under 55',4,'total',0,4007,14333,2340495
239,2013,'$1 under $10000',1,'55 under 65',5,'total',0,6580,9539,35854
240,2013,'$10000 under $25000',2,'55 under 65',5,'total',0,15174,25032,269851
241,2013,'$25000 under $50000',3,'55 under 65',5,'total',0,24719,44713,916159
242,2013,'$50000 under $75000',4,'55 under 65',5,'total',0,18830,38081,1164480
243,2013,'$75000 under $100000',5,'55 under 65',5,'total',0,12502,27014,1081068
244,2013,'$100000 under $200000',6,'55 under 65',5,'total',0,13892,31739,1834283
245,2013,'$200000 or more',7,'55 under 65',5,'total',0,3936,9235,2088222
246,2013,'$1 under $10000',1,'65 and over',6,'total',0,13800,19775,73687
247,2013,'$10000 under $25000',2,'65 and over',6,'total',0,24900,38093,421670
248,2013,'$25000 under $50000',3,'65 and over',6,'total',0,22861,38429,827794
249,2013,'$50000 under $75000',4,'65 and over',6,'total',0,15132,26428,933241
250,2013,'$75000 under $100000',5,'65 and over',6,'total',0,9590,18245,827533
251,2013,'$100000 under $200000',6,'65 and over',6,'total',0,9476,18392,1244958
252,2013,'$200000 or more',7,'65 and over',6,'total',0,2792,5406,1683869
253,2013,'$1 under $10000',1,'under 26',1,'non-migrant',1,9065,12765,57982
254,2013,'$10000 under $25000',2,'under 26',1,'non-migrant',1,25722,44940,442492
255,2013,'$25000 under $50000',3,'under 26',1,'non-migrant',1,14946,41961,499253
256,2013,'$50000 under $75000',4,'under 26',1,'non-migrant',1,2192,5789,129760
257,2013,'$75000 under $100000',5,'under 26',1,'non-migrant',1,459,1051,38986
258,2013,'$100000 under $200000',6,'under 26',1,'non-migrant',1,207,476,25909
259,2013,'$200000 or more',7,'under 26',1,'non-migrant',1,25,50,11133
260,2013,'$1 under $10000',1,'26 under 35',2,'non-migrant',1,8013,14360,48340
261,2013,'$10000 under $25000',2,'26 under 35',2,'non-migrant',1,24063,51725,429165
262,2013,'$25000 under $50000',3,'26 under 35',2,'non-migrant',1,31053,81460,1116051
263,2013,'$50000 under $75000',4,'26 under 35',2,'non-migrant',1,14215,45552,867999
264,2013,'$75000 under $100000',5,'26 under 35',2,'non-migrant',1,5928,19909,506879
265,2013,'$100000 under $200000',6,'26 under 35',2,'non-migrant',1,3622,12187,453767
266,2013,'$200000 or more',7,'26 under 35',2,'non-migrant',1,449,1712,178851
267,2013,'$1 under $10000',1,'35 under 45',3,'non-migrant',1,4637,9623,27620
268,2013,'$10000 under $25000',2,'35 under 45',3,'non-migrant',1,15931,41570,287567
269,2013,'$25000 under $50000',3,'35 under 45',3,'non-migrant',1,26191,80588,961556
270,2013,'$50000 under $75000',4,'35 under 45',3,'non-migrant',1,18391,68266,1135689
271,2013,'$75000 under $100000',5,'35 under 45',3,'non-migrant',1,11783,46780,1017149
272,2013,'$100000 under $200000',6,'35 under 45',3,'non-migrant',1,11310,46025,1462488
273,2013,'$200000 or more',7,'35 under 45',3,'non-migrant',1,2577,11374,1233880
274,2013,'$1 under $10000',1,'45 under 55',4,'non-migrant',1,5077,8426,29139
275,2013,'$10000 under $25000',2,'45 under 55',4,'non-migrant',1,14931,30572,269231
276,2013,'$25000 under $50000',3,'45 under 55',4,'non-migrant',1,25669,60741,946887
277,2013,'$50000 under $75000',4,'45 under 55',4,'non-migrant',1,18542,50926,1145103
278,2013,'$75000 under $100000',5,'45 under 55',4,'non-migrant',1,12391,38147,1072006
279,2013,'$100000 under $200000',6,'45 under 55',4,'non-migrant',1,14200,46365,1867576
280,2013,'$200000 or more',7,'45 under 55',4,'non-migrant',1,3791,13653,2070997
281,2013,'$1 under $10000',1,'55 under 65',5,'non-migrant',1,6141,8937,33399
282,2013,'$10000 under $25000',2,'55 under 65',5,'non-migrant',1,14309,23672,254895
283,2013,'$25000 under $50000',3,'55 under 65',5,'non-migrant',1,23724,42992,879600
284,2013,'$50000 under $75000',4,'55 under 65',5,'non-migrant',1,18104,36768,1119485
285,2013,'$75000 under $100000',5,'55 under 65',5,'non-migrant',1,11956,25925,1033766
286,2013,'$100000 under $200000',6,'55 under 65',5,'non-migrant',1,13205,30255,1741044
287,2013,'$200000 or more',7,'55 under 65',5,'non-migrant',1,3682,8671,1941133
288,2013,'$1 under $10000',1,'65 and over',6,'non-migrant',1,13110,18839,69834
289,2013,'$10000 under $25000',2,'65 and over',6,'non-migrant',1,23769,36470,402618
290,2013,'$25000 under $50000',3,'65 and over',6,'non-migrant',1,21951,37057,794708
291,2013,'$50000 under $75000',4,'65 and over',6,'non-migrant',1,14512,25435,895062
292,2013,'$75000 under $100000',5,'65 and over',6,'non-migrant',1,9198,17555,793804
293,2013,'$100000 under $200000',6,'65 and over',6,'non-migrant',1,8968,17437,1176802
294,2013,'$200000 or more',7,'65 and over',6,'non-migrant',1,2637,5113,1593419
295,2013,'$1 under $10000',1,'under 26',1,'outflow',2,1355,1834,8469
296,2013,'$10000 under $25000',2,'under 26',1,'outflow',2,2900,4517,49017
297,2013,'$25000 under $50000',3,'under 26',1,'outflow',2,1196,2278,39883
298,2013,'$50000 under $75000',4,'under 26',1,'outflow',2,220,437,13036
299,2013,'$75000 under $100000',5,'under 26',1,'outflow',2,51,122,4314
300,2013,'$100000 under $200000',6,'under 26',1,'outflow',2,45,81,6932
301,2013,'$200000 or more',7,'under 26',1,'outflow',2,0,0,0
302,2013,'$1 under $10000',1,'26 under 35',2,'outflow',2,947,1723,5655
303,2013,'$10000 under $25000',2,'26 under 35',2,'outflow',2,2117,4311,36685
304,2013,'$25000 under $50000',3,'26 under 35',2,'outflow',2,2186,5133,77767
305,2013,'$50000 under $75000',4,'26 under 35',2,'outflow',2,887,2452,53777
306,2013,'$75000 under $100000',5,'26 under 35',2,'outflow',2,388,1101,33045
307,2013,'$100000 under $200000',6,'26 under 35',2,'outflow',2,251,748,31382
308,2013,'$200000 or more',7,'26 under 35',2,'outflow',2,25,69,8710
309,2013,'$1 under $10000',1,'35 under 45',3,'outflow',2,339,653,2034
310,2013,'$10000 under $25000',2,'35 under 45',3,'outflow',2,803,1979,13922
311,2013,'$25000 under $50000',3,'35 under 45',3,'outflow',2,953,2677,34856
312,2013,'$50000 under $75000',4,'35 under 45',3,'outflow',2,600,2000,36825
313,2013,'$75000 under $100000',5,'35 under 45',3,'outflow',2,382,1383,33131
314,2013,'$100000 under $200000',6,'35 under 45',3,'outflow',2,388,1503,52486
315,2013,'$200000 or more',7,'35 under 45',3,'outflow',2,68,252,21418
316,2013,'$1 under $10000',1,'45 under 55',4,'outflow',2,280,424,1597
317,2013,'$10000 under $25000',2,'45 under 55',4,'outflow',2,605,1110,10393
318,2013,'$25000 under $50000',3,'45 under 55',4,'outflow',2,630,1338,22938
319,2013,'$50000 under $75000',4,'45 under 55',4,'outflow',2,496,1107,30935
320,2013,'$75000 under $100000',5,'45 under 55',4,'outflow',2,304,782,26300
321,2013,'$100000 under $200000',6,'45 under 55',4,'outflow',2,380,1160,49762
322,2013,'$200000 or more',7,'45 under 55',4,'outflow',2,124,420,54430
323,2013,'$1 under $10000',1,'55 under 65',5,'outflow',2,255,350,1428
324,2013,'$10000 under $25000',2,'55 under 65',5,'outflow',2,447,677,7538
325,2013,'$25000 under $50000',3,'55 under 65',5,'outflow',2,462,767,16942
326,2013,'$50000 under $75000',4,'55 under 65',5,'outflow',2,332,593,20434
327,2013,'$75000 under $100000',5,'55 under 65',5,'outflow',2,257,540,22252
328,2013,'$100000 under $200000',6,'55 under 65',5,'outflow',2,305,668,42302
329,2013,'$200000 or more',7,'55 under 65',5,'outflow',2,102,235,44026
330,2013,'$1 under $10000',1,'65 and over',6,'outflow',2,333,431,1646
331,2013,'$10000 under $25000',2,'65 and over',6,'outflow',2,571,807,9599
332,2013,'$25000 under $50000',3,'65 and over',6,'outflow',2,475,719,17252
333,2013,'$50000 under $75000',4,'65 and over',6,'outflow',2,323,522,19651
334,2013,'$75000 under $100000',5,'65 and over',6,'outflow',2,174,307,15125
335,2013,'$100000 under $200000',6,'65 and over',6,'outflow',2,182,343,23926
336,2013,'$200000 or more',7,'65 and over',6,'outflow',2,78,141,42119
337,2013,'$1 under $10000',1,'under 26',1,'inflow',3,1256,1698,7873
338,2013,'$10000 under $25000',2,'under 26',1,'inflow',3,2658,4242,45678
339,2013,'$25000 under $50000',3,'under 26',1,'inflow',3,1253,2448,41941
340,2013,'$50000 under $75000',4,'under 26',1,'inflow',3,216,422,12748
341,2013,'$75000 under $100000',5,'under 26',1,'inflow',3,43,96,3628
342,2013,'$100000 under $200000',6,'under 26',1,'inflow',3,15,35,2021
343,2013,'$200000 or more',7,'under 26',1,'inflow',3,0,0,0
344,2013,'$1 under $10000',1,'26 under 35',2,'inflow',3,944,1662,5616
345,2013,'$10000 under $25000',2,'26 under 35',2,'inflow',3,1968,3986,34003
