YEAR,MULTYEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STATEFIP,STRATA,GQ,PERNUM,PERWT,RELATE,RELATED,AGE,MIGRATE1,MIGRATE1D,MIGPLAC1
2021,,202101,419239,2.02101E+12,151,2.021E+12,16,80016,3,1,151,13,1301,46,2,24,16
2021,,202101,419246,2.02101E+12,27,2.021E+12,16,30016,3,1,27,13,1301,22,2,23,16
2021,,202101,419247,2.02101E+12,25,2.021E+12,16,60016,4,1,25,12,1270,20,2,23,16
2021,,202101,419253,2.02101E+12,144,2.021E+12,16,20016,3,1,144,13,1301,82,2,23,16
2021,,202101,419255,2.02101E+12,98,2.021E+12,16,10016,3,1,98,13,1301,93,2,24,16
2021,,202101,419261,2.02101E+12,52,2.021E+12,16,30016,4,1,52,12,1270,21,2,24,16
2021,,202101,419269,2.02101E+12,24,2.021E+12,16,80016,4,1,24,12,1270,21,2,23,16
2021,,202101,419271,2.02101E+12,82,2.021E+12,16,120016,3,1,82,13,1301,22,2,23,16
2021,,202101,419272,2.02101E+12,8,2.021E+12,16,40016,3,1,8,13,1301,44,2,23,16
2021,,202101,419276,2.02101E+12,101,2.021E+12,16,130016,4,1,101,12,1270,22,2,23,16
2021,,202101,419280,2.02101E+12,114,2.021E+12,16,40016,3,1,114,13,1301,93,2,23,16
2021,,202101,419282,2.02101E+12,94,2.021E+12,16,80016,3,1,94,13,1301,41,2,23,16
2021,,202101,419288,2.02101E+12,65,2.021E+12,16,80016,3,1,65,13,1301,25,2,24,16
2021,,202101,419289,2.02101E+12,94,2.021E+12,16,100016,4,1,94,12,1270,23,2,23,16
2021,,202101,419290,2.02101E+12,36,2.021E+12,16,80016,4,1,36,12,1270,33,2,23,16
2021,,202101,419292,2.02101E+12,58,2.021E+12,16,20016,3,1,58,13,1301,31,2,23,16
2021,,202101,419294,2.02101E+12,8,2.021E+12,16,130016,3,1,8,13,1301,27,2,23,16
2021,,202101,419295,2.02101E+12,102,2.021E+12,16,70216,3,1,102,13,1301,78,2,23,16
2021,,202101,419296,2.02101E+12,81,2.021E+12,16,70216,4,1,81,12,1270,32,2,23,16
2021,,202101,419308,2.02101E+12,137,2.021E+12,16,80016,3,1,137,13,1301,44,2,23,16
2021,,202101,419309,2.02101E+12,95,2.021E+12,16,120016,3,1,95,13,1301,43,2,23,16
2021,,202101,419311,2.02101E+12,89,2.021E+12,16,80016,3,1,89,13,1301,38,2,23,16
2021,,202101,419321,2.02101E+12,57,2.021E+12,16,50016,3,1,57,13,1301,24,2,24,16
2021,,202101,419323,2.02101E+12,26,2.021E+12,16,80016,4,1,26,12,1270,21,2,23,16
2021,,202101,419324,2.02101E+12,9,2.021E+12,16,100016,3,1,9,13,1301,77,2,23,16
2021,,202101,419327,2.02101E+12,26,2.021E+12,16,20016,4,1,26,12,1270,34,2,23,16
2021,,202101,419328,2.02101E+12,10,2.021E+12,16,10016,3,1,10,13,1301,77,2,23,16
2021,,202101,419331,2.02101E+12,127,2.021E+12,16,80016,3,1,127,13,1301,51,2,23,16
2021,,202101,419332,2.02101E+12,104,2.021E+12,16,10016,4,1,104,12,1270,18,2,24,16
2021,,202101,419336,2.02101E+12,29,2.021E+12,16,30016,3,1,29,13,1301,33,2,23,16
2021,,202101,419338,2.02101E+12,105,2.021E+12,16,10016,4,1,105,12,1270,19,2,24,16
2021,,202101,419352,2.02101E+12,66,2.021E+12,16,20016,3,1,66,13,1301,33,2,24,16
2021,,202101,419355,2.02101E+12,89,2.021E+12,16,90016,3,1,89,13,1301,64,2,24,16
2021,,202101,419361,2.02101E+12,23,2.021E+12,16,70116,3,1,23,13,1301,17,2,23,16
2021,,202101,419362,2.02101E+12,71,2.021E+12,16,110016,3,1,71,13,1301,21,2,23,16
2021,,202101,419363,2.02101E+12,58,2.021E+12,16,90016,4,1,58,12,1270,19,2,24,16
2021,,202101,419364,2.02101E+12,59,2.021E+12,16,80016,4,1,59,12,1270,18,2,23,16
2021,,202101,419367,2.02101E+12,16,2.021E+12,16,130016,3,1,16,13,1301,77,2,23,16
2021,,202101,419382,2.02101E+12,30,2.021E+12,16,60016,4,1,30,12,1270,21,2,23,16
2021,,202101,419383,2.02101E+12,49,2.021E+12,16,60016,4,1,49,12,1270,24,2,23,16
2021,,202101,419385,2.02101E+12,12,2.021E+12,16,40016,3,1,12,13,1301,77,2,23,16
2021,,202101,419386,2.02101E+12,121,2.021E+12,16,130016,4,1,121,12,1270,22,2,23,16
2021,,202101,419387,2.02101E+12,15,2.021E+12,16,30016,3,1,15,13,1301,17,2,23,16
2021,,202101,419391,2.02101E+12,47,2.021E+12,16,30016,3,1,47,13,1301,56,2,23,16
2021,,202101,419394,2.02101E+12,28,2.021E+12,16,80016,3,1,28,13,1301,30,2,24,16
2021,,202101,419396,2.02101E+12,15,2.021E+12,16,30016,4,1,15,12,1270,21,2,23,16
2021,,202101,419397,2.02101E+12,57,2.021E+12,16,50016,3,1,57,13,1301,28,2,24,16
2021,,202101,419400,2.02101E+12,93,2.021E+12,16,80016,3,1,93,13,1301,31,2,24,16
2021,,202101,419407,2.02101E+12,79,2.021E+12,16,110016,3,1,79,13,1301,17,2,23,16
2021,,202101,419413,2.02101E+12,106,2.021E+12,16,80016,4,1,106,12,1270,19,2,23,16
2021,,202101,419416,2.02101E+12,93,2.021E+12,16,80016,3,1,93,13,1301,47,2,23,16
2021,,202101,419421,2.02101E+12,9,2.021E+12,16,130016,3,1,9,13,1301,70,2,23,16
2021,,202101,419424,2.02101E+12,29,2.021E+12,16,20016,4,1,29,12,1270,53,2,24,16
2021,,202101,419425,2.02101E+12,119,2.021E+12,16,30016,3,1,119,13,1301,25,2,24,16
2021,,202101,419427,2.02101E+12,87,2.021E+12,16,80016,3,1,87,13,1301,29,2,23,16
2021,,202101,419430,2.02101E+12,49,2.021E+12,16,60016,4,1,49,12,1270,17,2,23,16
2021,,202101,419431,2.02101E+12,26,2.021E+12,16,130016,4,1,26,12,1270,22,2,23,16
2021,,202101,419432,2.02101E+12,66,2.021E+12,16,130016,3,1,66,13,1301,44,2,24,16
2021,,202101,419433,2.02101E+12,107,2.021E+12,16,50016,4,1,107,12,1270,21,2,23,16
2021,,202101,419437,2.02101E+12,7,2.021E+12,16,130016,3,1,7,13,1301,81,2,23,16
2021,,202101,419441,2.02101E+12,69,2.021E+12,16,130016,4,1,69,12,1270,22,2,23,16
2021,,202101,419446,2.02101E+12,39,2.021E+12,16,30016,3,1,39,13,1301,25,2,24,16
2021,,202101,419455,2.02101E+12,4,2.021E+12,16,30016,3,1,4,13,1301,17,2,23,16
2021,,202101,419462,2.02101E+12,10,2.021E+12,16,10016,4,1,10,12,1270,20,2,24,16
2021,,202101,419465,2.02101E+12,114,2.021E+12,16,80016,3,1,114,13,1301,38,2,23,16
2021,,202101,419470,2.02101E+12,13,2.021E+12,16,40016,3,1,13,13,1301,78,2,23,16
2021,,202101,419473,2.02101E+12,90,2.021E+12,16,80016,3,1,90,13,1301,24,2,23,16
2021,,202101,419474,2.02101E+12,9,2.021E+12,16,10016,3,1,9,13,1301,69,2,23,16
2021,,202101,419480,2.02101E+12,122,2.021E+12,16,30016,3,1,122,13,1301,25,2,24,16
2021,,202101,419486,2.02101E+12,90,2.021E+12,16,130016,3,1,90,13,1301,34,2,23,16
2021,,202101,419487,2.02101E+12,14,2.021E+12,16,40016,3,1,14,13,1301,76,2,23,16
2021,,202101,419488,2.02101E+12,66,2.021E+12,16,20016,3,1,66,13,1301,37,2,24,16
2021,,202101,419493,2.02101E+12,56,2.021E+12,16,80016,3,1,56,13,1301,27,2,24,16
2021,,202101,419495,2.02101E+12,84,2.021E+12,16,120016,3,1,84,13,1301,43,2,23,16
2021,,202101,419497,2.02101E+12,92,2.021E+12,16,80016,3,1,92,13,1301,56,2,23,16
2021,,202101,419498,2.02101E+12,26,2.021E+12,16,60016,4,1,26,12,1270,53,2,23,16
2021,,202101,419499,2.02101E+12,14,2.021E+12,16,40016,3,1,14,13,1301,93,2,23,16
2021,,202101,419502,2.02101E+12,126,2.021E+12,16,40016,3,1,126,13,1301,77,2,23,16
2021,,202101,419514,2.02101E+12,38,2.021E+12,16,60016,4,1,38,12,1270,17,2,23,16
2021,,202101,419516,2.02101E+12,113,2.021E+12,16,80016,3,1,113,13,1301,29,2,23,16
2021,,202101,419519,2.02101E+12,114,2.021E+12,16,120016,3,1,114,13,1301,43,2,23,16
2021,,202101,419527,2.02101E+12,37,2.021E+12,16,50016,3,1,37,13,1301,49,2,24,16
2021,,202101,419538,2.02101E+12,27,2.021E+12,16,130016,4,1,27,12,1270,32,2,23,16
2021,,202101,419540,2.02101E+12,121,2.021E+12,16,130016,4,1,121,12,1270,22,2,23,16
2021,,202101,419541,2.02101E+12,102,2.021E+12,16,60016,4,1,102,12,1270,18,2,24,16
2021,,202101,419545,2.02101E+12,65,2.021E+12,16,80016,4,1,65,12,1270,18,2,23,16
2021,,202101,419548,2.02101E+12,33,2.021E+12,16,80016,4,1,33,12,1270,35,2,23,16
2021,,202101,419549,2.02101E+12,3,2.021E+12,16,20016,3,1,3,13,1301,86,2,23,16
2021,,202101,419552,2.02101E+12,28,2.021E+12,16,20016,4,1,28,12,1270,29,2,24,16
2021,,202101,419553,2.02101E+12,109,2.021E+12,16,80016,3,1,109,13,1301,28,2,24,16
2021,,202101,419556,2.02101E+12,55,2.021E+12,16,80016,3,1,55,13,1301,30,2,23,16
2021,,202101,419560,2.02101E+12,22,2.021E+12,16,30016,3,1,22,13,1301,64,2,24,16
2021,,202101,419562,2.02101E+12,65,2.021E+12,16,130016,4,1,65,12,1270,21,2,24,16
2021,,202101,419564,2.02101E+12,28,2.021E+12,16,30016,3,1,28,13,1301,64,2,23,16
2021,,202101,419565,2.02101E+12,25,2.021E+12,16,80016,4,1,25,12,1270,19,2,23,16
2021,,202101,419568,2.02101E+12,191,2.021E+12,16,80016,3,1,191,13,1301,46,2,24,16
2021,,202101,419569,2.02101E+12,48,2.021E+12,16,80016,4,1,48,12,1270,18,2,24,16
2021,,202101,419571,2.02101E+12,105,2.021E+12,16,50016,3,1,105,13,1301,77,2,23,16
2021,,202101,419573,2.02101E+12,41,2.021E+12,16,30016,3,1,41,13,1301,23,2,24,16
2021,,202101,419575,2.02101E+12,152,2.021E+12,16,110016,3,1,152,13,1301,48,2,23,16
2021,,202101,419579,2.02101E+12,24,2.021E+12,16,20016,4,1,24,12,1270,18,2,23,16
2021,,202101,419583,2.02101E+12,114,2.021E+12,16,80016,3,1,114,13,1301,44,2,23,16
2021,,202101,419584,2.02101E+12,113,2.021E+12,16,80016,3,1,113,13,1301,25,2,24,16
2021,,202101,419585,2.02101E+12,29,2.021E+12,16,20016,4,1,29,12,1270,21,2,24,16
2021,,202101,419589,2.02101E+12,29,2.021E+12,16,60016,4,1,29,12,1270,21,2,23,16
2021,,202101,419592,2.02101E+12,2,2.021E+12,16,20016,3,1,2,13,1301,82,2,23,16
2021,,202101,419593,2.02101E+12,12,2.021E+12,16,10016,4,1,12,12,1270,19,2,24,16
2021,,202101,419595,2.02101E+12,164,2.021E+12,16,80016,3,1,164,13,1301,49,2,24,16
2021,,202101,419596,2.02101E+12,18,2.021E+12,16,80016,3,1,18,13,1301,93,2,24,16
2021,,202101,419600,2.02101E+12,144,2.021E+12,16,30016,3,1,144,13,1301,25,2,24,16
2021,,202101,419601,2.02101E+12,11,2.021E+12,16,90016,3,1,11,13,1301,93,2,24,16
2021,,202101,419602,2.02101E+12,12,2.021E+12,16,40016,3,1,12,13,1301,46,2,23,16
2021,,202101,419603,2.02101E+12,93,2.021E+12,16,10016,4,1,93,12,1270,19,2,24,16
2021,,202101,419614,2.021E+12,94,2.021E+12,16,90016,1,1,94,1,101,55,2,24,16
2021,,202101,419615,2.021E+12,29,2.021E+12,16,130016,1,1,29,1,101,44,2,23,16
2021,,202101,419615,2.021E+12,29,2.021E+12,16,130016,1,2,51,3,301,19,2,23,16
2021,,202101,419615,2.021E+12,29,2.021E+12,16,130016,1,3,29,3,301,16,2,23,16
2021,,202101,419615,2.021E+12,29,2.021E+12,16,130016,1,4,46,3,301,13,2,23,16
2021,,202101,419615,2.021E+12,29,2.021E+12,16,130016,1,5,45,3,301,12,2,23,16
2021,,202101,419619,2.021E+12,22,2.021E+12,16,40016,1,1,22,1,101,61,2,23,16
2021,,202101,419624,2.021E+12,92,2.021E+12,16,110016,1,1,93,1,101,25,2,23,16
2021,,202101,419634,2.021E+12,332,2.021E+12,16,80016,1,1,333,1,101,20,1,10,0
2021,,202101,419634,2.021E+12,332,2.021E+12,16,80016,1,2,264,7,701,18,1,10,0
2021,,202101,419634,2.021E+12,332,2.021E+12,16,80016,1,3,259,5,501,45,2,23,16
2021,,202101,419641,2.021E+12,173,2.021E+12,16,60016,1,1,172,1,101,19,2,23,16
2021,,202101,419641,2.021E+12,173,2.021E+12,16,60016,1,2,179,11,1115,20,2,23,16
2021,,202101,419641,2.021E+12,173,2.021E+12,16,60016,1,3,109,11,1115,19,2,23,16
2021,,202101,419643,2.021E+12,103,2.021E+12,16,110016,1,1,103,1,101,24,2,24,16
2021,,202101,419643,2.021E+12,103,2.021E+12,16,110016,1,2,88,2,201,30,2,24,16
2021,,202101,419643,2.021E+12,103,2.021E+12,16,110016,1,3,82,3,301,1,2,24,16
2021,,202101,419643,2.021E+12,103,2.021E+12,16,110016,1,4,126,7,701,20,2,24,16
2021,,202101,419643,2.021E+12,103,2.021E+12,16,110016,1,5,86,7,701,18,2,24,16
2021,,202101,419648,2.021E+12,50,2.021E+12,16,80016,1,1,50,1,101,19,2,23,16
2021,,202101,419648,2.021E+12,50,2.021E+12,16,80016,1,2,68,11,1115,25,2,23,16
2021,,202101,419648,2.021E+12,50,2.021E+12,16,80016,1,3,79,11,1115,20,1,10,0
2021,,202101,419648,2.021E+12,50,2.021E+12,16,80016,1,4,57,11,1115,19,2,23,16
2021,,202101,419650,2.021E+12,99,2.021E+12,16,10016,1,1,100,1,101,50,2,23,16
2021,,202101,419650,2.021E+12,99,2.021E+12,16,10016,1,2,128,2,201,50,2,23,16
2021,,202101,419662,2.021E+12,27,2.021E+12,16,40016,1,1,27,1,101,84,1,10,0
2021,,202101,419662,2.021E+12,27,2.021E+12,16,40016,1,2,31,3,301,53,2,23,16
2021,,202101,419664,2.021E+12,21,2.021E+12,16,100016,1,1,22,1,101,56,1,10,0
2021,,202101,419664,2.021E+12,21,2.021E+12,16,100016,1,2,21,2,201,55,1,10,0
2021,,202101,419664,2.021E+12,21,2.021E+12,16,100016,1,3,14,3,301,30,2,24,16
2021,,202101,419671,2.021E+12,52,2.021E+12,16,20016,1,1,53,1,101,29,2,23,16
2021,,202101,419690,2.021E+12,131,2.021E+12,16,80016,1,1,132,1,101,30,2,23,16
2021,,202101,419690,2.021E+12,131,2.021E+12,16,80016,1,2,108,11,1114,27,2,23,16
2021,,202101,419699,2.021E+12,19,2.021E+12,16,120016,1,1,19,1,101,59,1,10,0
2021,,202101,419699,2.021E+12,19,2.021E+12,16,120016,1,2,19,2,201,62,2,23,16
2021,,202101,419703,2.021E+12,49,2.021E+12,16,20016,1,1,49,1,101,23,2,23,16
2021,,202101,419703,2.021E+12,49,2.021E+12,16,20016,1,2,84,11,1115,21,2,23,16
2021,,202101,419712,2.021E+12,100,2.021E+12,16,40016,1,1,100,1,101,71,1,10,0
2021,,202101,419712,2.021E+12,100,2.021E+12,16,40016,1,2,130,11,1115,72,2,23,16
2021,,202101,419712,2.021E+12,100,2.021E+12,16,40016,1,3,131,11,1115,37,1,10,0
2021,,202101,419712,2.021E+12,100,2.021E+12,16,40016,1,4,98,12,1260,8,1,10,0
2021,,202101,419728,2.021E+12,104,2.021E+12,16,110016,1,1,103,1,101,68,2,23,16
2021,,202101,419736,2.021E+12,63,2.021E+12,16,120016,1,1,63,1,101,38,2,23,16
2021,,202101,419736,2.021E+12,63,2.021E+12,16,120016,1,2,61,3,302,9,2,23,16
2021,,202101,419736,2.021E+12,63,2.021E+12,16,120016,1,3,69,3,302,7,2,23,16
2021,,202101,419747,2.021E+12,469,2.021E+12,16,110016,1,1,470,1,101,32,2,24,16
2021,,202101,419747,2.021E+12,469,2.021E+12,16,110016,1,2,384,2,201,31,2,24,16
2021,,202101,419747,2.021E+12,469,2.021E+12,16,110016,1,3,286,3,301,12,2,24,16
2021,,202101,419747,2.021E+12,469,2.021E+12,16,110016,1,4,286,3,301,8,2,24,16
2021,,202101,419747,2.021E+12,469,2.021E+12,16,110016,1,5,287,3,301,6,2,24,16
2021,,202101,419747,2.021E+12,469,2.021E+12,16,110016,1,6,494,3,301,4,2,24,16
2021,,202101,419749,2.021E+12,117,2.021E+12,16,60016,1,1,117,1,101,35,2,23,16
2021,,202101,419764,2.021E+12,105,2.021E+12,16,20016,1,1,104,1,101,58,2,23,16
2021,,202101,419768,2.021E+12,12,2.021E+12,16,110016,1,1,12,1,101,78,2,23,16
2021,,202101,419768,2.021E+12,12,2.021E+12,16,110016,1,2,44,2,201,79,2,23,16
2021,,202101,419770,2.021E+12,167,2.021E+12,16,110016,2,1,167,1,101,20,2,23,16
2021,,202101,419770,2.021E+12,167,2.021E+12,16,110016,2,2,835,11,1115,26,3,32,42
2021,,202101,419770,2.021E+12,167,2.021E+12,16,110016,2,3,780,11,1115,24,3,32,4
2021,,202101,419770,2.021E+12,167,2.021E+12,16,110016,2,4,781,11,1115,22,2,23,16
2021,,202101,419770,2.021E+12,167,2.021E+12,16,110016,2,5,781,11,1115,22,1,10,0
2021,,202101,419770,2.021E+12,167,2.021E+12,16,110016,2,6,676,11,1115,19,2,23,16
2021,,202101,419772,2.021E+12,111,2.021E+12,16,40016,1,1,111,1,101,48,1,10,0
2021,,202101,419772,2.021E+12,111,2.021E+12,16,40016,1,2,171,2,201,49,1,10,0
2021,,202101,419772,2.021E+12,111,2.021E+12,16,40016,1,3,187,3,301,22,2,23,16
2021,,202101,419772,2.021E+12,111,2.021E+12,16,40016,1,4,188,3,301,20,2,23,16
2021,,202101,419772,2.021E+12,111,2.021E+12,16,40016,1,5,138,3,301,17,1,10,0
2021,,202101,419772,2.021E+12,111,2.021E+12,16,40016,1,6,121,4,401,22,2,23,16
2021,,202101,419781,2.021E+12,105,2.021E+12,16,40016,1,1,105,1,101,51,1,10,0
2021,,202101,419781,2.021E+12,105,2.021E+12,16,40016,1,2,119,2,201,61,1,10,0
2021,,202101,419781,2.021E+12,105,2.021E+12,16,40016,1,3,160,3,301,21,2,24,16
2021,,202101,419800,2.021E+12,88,2.021E+12,16,70216,1,1,88,1,101,65,2,23,16
2021,,202101,419800,2.021E+12,88,2.021E+12,16,70216,1,2,84,2,201,64,2,23,16
2021,,202101,419814,2.021E+12,18,2.021E+12,16,40016,1,1,18,1,101,48,2,23,16
2021,,202101,419814,2.021E+12,18,2.021E+12,16,40016,1,2,34,2,201,49,2,23,16
2021,,202101,419814,2.021E+12,18,2.021E+12,16,40016,1,3,49,3,301,21,1,10,0
2021,,202101,419814,2.021E+12,18,2.021E+12,16,40016,1,4,24,3,301,17,2,23,16
2021,,202101,419817,2.021E+12,58,2.021E+12,16,130016,1,1,58,1,101,57,1,10,0
2021,,202101,419817,2.021E+12,58,2.021E+12,16,130016,1,2,112,11,1114,52,1,10,0
2021,,202101,419817,2.021E+12,58,2.021E+12,16,130016,1,3,41,11,1115,27,2,23,16
2021,,202101,419830,2.021E+12,89,2.021E+12,16,80016,1,1,89,1,101,20,2,23,16
2021,,202101,419838,2.021E+12,215,2.021E+12,16,90016,1,1,214,1,101,23,2,24,16
2021,,202101,419839,2.021E+12,160,2.021E+12,16,70116,1,1,160,1,101,51,2,23,16
2021,,202101,419849,2.021E+12,101,2.021E+12,16,130016,1,1,101,1,101,65,2,23,16
2021,,202101,419860,2.021E+12,76,2.021E+12,16,20016,1,1,75,1,101,75,2,23,16
2021,,202101,419860,2.021E+12,76,2.021E+12,16,20016,1,2,78,2,201,75,2,23,16
2021,,202101,419896,2.021E+12,130,2.021E+12,16,40016,1,1,131,1,101,29,2,23,16
2021,,202101,419896,2.021E+12,130,2.021E+12,16,40016,1,2,110,2,201,25,2,23,16
2021,,202101,419896,2.021E+12,130,2.021E+12,16,40016,1,3,81,3,301,2,2,23,16
2021,,202101,419896,2.021E+12,130,2.021E+12,16,40016,1,4,119,3,301,0,0,0,0
2021,,202101,419906,2.021E+12,184,2.021E+12,16,130016,1,1,185,1,101,22,2,23,16
2021,,202101,419907,2.021E+12,48,2.021E+12,16,30016,1,1,49,1,101,48,2,24,16
2021,,202101,419915,2.021E+12,405,2.021E+12,16,60016,1,1,406,1,101,39,1,10,0
2021,,202101,419915,2.021E+12,405,2.021E+12,16,60016,1,2,500,2,201,37,1,10,0
2021,,202101,419915,2.021E+12,405,2.021E+12,16,60016,1,3,410,11,1115,28,2,23,16
2021,,202101,419915,2.021E+12,405,2.021E+12,16,60016,1,4,410,11,1115,26,1,10,0
2021,,202101,419921,2.021E+12,73,2.021E+12,16,100016,1,1,72,1,101,73,1,10,0
2021,,202101,419921,2.021E+12,73,2.021E+12,16,100016,1,2,26,9,901,22,2,23,16
2021,,202101,419924,2.021E+12,81,2.021E+12,16,60016,1,1,81,1,101,42,1,10,0
2021,,202101,419924,2.021E+12,81,2.021E+12,16,60016,1,2,82,11,1114,45,1,10,0
2021,,202101,419924,2.021E+12,81,2.021E+12,16,60016,1,3,81,11,1115,18,2,23,16
2021,,202101,419924,2.021E+12,81,2.021E+12,16,60016,1,4,95,12,1260,17,1,10,0
2021,,202101,419945,2.021E+12,55,2.021E+12,16,100016,1,1,55,1,101,44,2,24,16
2021,,202101,419946,2.021E+12,35,2.021E+12,16,110016,1,1,35,1,101,60,2,24,16
2021,,202101,419972,2.021E+12,96,2.021E+12,16,70216,1,1,95,1,101,31,2,23,16
2021,,202101,419972,2.021E+12,96,2.021E+12,16,70216,1,2,105,2,201,32,2,23,16
2021,,202101,419972,2.021E+12,96,2.021E+12,16,70216,1,3,87,3,301,5,2,23,16
2021,,202101,419972,2.021E+12,96,2.021E+12,16,70216,1,4,88,3,301,5,2,23,16
2021,,202101,419972,2.021E+12,96,2.021E+12,16,70216,1,5,87,3,301,1,2,23,16
2021,,202101,420009,2.021E+12,204,2.021E+12,16,110016,1,1,204,1,101,26,2,23,16
2021,,202101,420009,2.021E+12,204,2.021E+12,16,110016,1,2,102,2,201,29,2,23,16
2021,,202101,420014,2.021E+12,27,2.021E+12,16,100016,1,1,27,1,101,28,1,10,0
2021,,202101,420014,2.021E+12,27,2.021E+12,16,100016,1,2,12,2,201,22,2,24,16
2021,,202101,420015,2.021E+12,73,2.021E+12,16,70116,1,1,73,1,101,49,1,10,0
2021,,202101,420015,2.021E+12,73,2.021E+12,16,70116,1,2,58,11,1114,42,2,23,16
2021,,202101,420027,2.021E+12,71,2.021E+12,16,130016,1,1,71,1,101,23,2,23,16
2021,,202101,420028,2.021E+12,453,2.021E+12,16,50016,1,1,453,1,101,32,2,23,16
2021,,202101,420038,2.021E+12,33,2.021E+12,16,50016,1,1,33,1,101,21,2,23,16
2021,,202101,420038,2.021E+12,33,2.021E+12,16,50016,1,2,40,11,1114,21,1,10,0
2021,,202101,420038,2.021E+12,33,2.021E+12,16,50016,1,3,46,3,301,3,2,23,16
2021,,202101,420038,2.021E+12,33,2.021E+12,16,50016,1,4,48,3,301,1,2,23,16
2021,,202101,420073,2.021E+12,100,2.021E+12,16,40016,1,1,100,1,101,40,2,23,16
2021,,202101,420073,2.021E+12,100,2.021E+12,16,40016,1,2,159,3,301,25,2,23,16
